Id,SalePrice
1858,142807.13
1859,130946.95
1860,154946.46
1861,130644.03
1862,272648.28
1863,264685.51
1864,264685.51
1865,320865.93
1866,314804.35
1867,251165.47
1868,315851.73
1869,192800.87
1870,262441.84
1871,258211.45
1872,172711.61
1873,223804.96
1874,138400.0
1875,204569.79
1876,197285.82
1877,203004.43
1878,211596.68
1879,135213.1
1880,139720.5
1881,236640.23
1882,259785.36
1883,194039.35
1884,222542.37
1885,260902.63
1886,307832.1
1887,191282.52
1888,291423.21
1889,165110.18
1890,135121.07
1891,142968.0
1892,110897.0
1893,134501.87
1894,127783.74
1895,154205.84
1896,122250.0
1897,112879.75
1898,106551.54
1899,131001.54
1900,141554.71
1901,169635.02
1902,133684.0
1903,213729.63
1904,131840.14
1905,188955.22
1906,146347.09
1907,205014.32
1908,120278.65
1909,134474.75
1910,126033.89
1911,200186.4
1912,268737.47
1913,138828.75
1914,74409.0
1915,335597.16
1916,75957.0
1917,255236.71
1918,138410.1
1919,158453.51
1920,145913.68
1921,391641.51
1922,318807.15
1923,207147.63
1924,219259.38
1925,215992.73
1926,374743.63
1927,137325.5
1928,150712.5
1929,126925.26
1930,133437.39
1931,140343.7
1932,143846.14
1933,176637.83
1934,183715.5
1935,178853.43
1936,193765.3
1937,182658.3
1938,168256.5
1939,248728.4
1940,206038.08
1941,178837.7
1942,192979.85
1943,207868.18
1944,317123.33
1945,366941.12
1946,153077.6
1947,315173.55
1948,165529.7
1949,230863.56
1950,172839.04
1951,273872.97
1952,225119.37
1953,165502.78
1954,201700.3
1955,131511.0
1956,266286.43
1957,168306.0
1958,303138.32
1959,141417.56
1960,113697.0
1961,116508.49
1962,91706.0
1963,106151.33
1964,105313.81
1965,155135.53
1966,153803.58
1967,296074.93
1968,400756.09
1969,362037.03
1970,387942.16
1971,408851.7
1972,343411.73
1973,271861.23
1974,310078.83
1975,433767.75
1976,270247.75
1977,365871.25
1978,351845.42
1979,332921.7
1980,190530.24
1981,331111.75
1982,226733.94
1983,214681.23
1984,169322.04
1985,196349.33
1986,193491.75
1987,180131.09
1988,179708.11
1989,190533.79
1990,208884.07
1991,216140.87
1992,203476.12
1993,171789.97
1994,244204.38
1995,183842.9
1996,247830.2
1997,316450.32
1998,333603.03
1999,254738.21
2000,300439.44
2001,266179.15
2002,226668.24
2003,251194.26
2004,256958.47
2005,245167.52
2006,236605.1
2007,248356.11
2008,211075.71
2009,194292.02
2010,196178.75
2011,147623.56
2012,178271.2
2013,184521.0
2014,191033.2
2015,198182.3
2016,194099.7
2017,203810.25
2018,122874.41
2019,135876.5
2020,119625.5
2021,116757.33
2022,181323.0
2023,144798.89
2024,227119.5
2025,361152.18
2026,182564.78
2027,151760.7
2028,154013.26
2029,170028.03
2030,276247.9
2031,260579.3
2032,281266.7
2033,270250.71
2034,158989.56
2035,201140.9
2036,209099.2
2037,217311.88
2038,307427.67
2039,226155.45
2040,365812.22
2041,291539.3
2042,200229.62
2043,172115.9
2044,171898.55
2045,214443.3
2046,131408.56
2047,148708.26
2048,133885.1
2049,133706.4
2050,180029.55
2051,104356.0
2052,132559.0
2053,138072.75
2054,96483.5
2055,152624.0
2056,126437.5
2057,124812.5
2058,213122.8
2059,126590.5
2060,161114.87
2061,175483.5
2062,134767.5
2063,117098.5
2064,137922.0
2065,118682.25
2066,171604.5
2067,132906.64
2068,130217.8
2069,91060.5
2070,114426.08
2071,105204.5
2072,129959.0
2073,134304.5
2074,172004.79
2075,145796.25
2076,121272.83
2077,147656.0
2078,128852.0
2079,136844.83
2080,120154.0
2081,119232.25
2082,126550.61
2083,143573.64
2084,112538.5
2085,124563.0
2086,125527.52
2087,122514.0
2088,107739.49
2089,95179.37
2090,136197.6
2091,129689.62
2092,135778.68
2093,134588.18
2094,131159.95
2095,147538.0
2096,94019.5
2097,99996.54
2098,145073.81
2099,74827.5
2100,116829.56
2101,118585.02
2102,140940.54
2103,113638.5
2104,130698.81
2105,140233.05
2106,89481.0
2107,237824.88
2108,121143.0
2109,118273.5
2110,125815.08
2111,162408.51
2112,143446.18
2113,120831.0
2114,111882.87
2115,155755.8
2116,119185.91
2117,153132.72
2118,115117.0
2119,109419.25
2120,118744.83
2121,116243.0
2122,113301.5
2123,93198.08
2124,174663.57
2125,132316.08
2126,170444.37
2127,162872.5
2128,139418.12
2129,109921.0
2130,148098.0
2131,163627.64
2132,118553.25
2133,119117.75
2134,119697.33
2135,112740.82
2136,83426.5
2137,115206.04
2138,135281.85
2139,151261.02
2140,134114.0
2141,141351.82
2142,137346.37
2143,142683.47
2144,118616.5
2145,136461.5
2146,154619.83
2147,163338.87
2148,129308.24
2149,137246.1
2150,217954.3
2151,126104.95
2152,184588.5
2153,166604.5
2154,107787.0
2155,129957.5
2156,232856.33
2157,229716.82
2158,239040.53
2159,206375.93
2160,170444.57
2161,251939.64
2162,404566.86
2163,332620.55
2164,253548.24
2165,185806.92
2166,141498.0
2167,203990.57
2168,212422.1
2169,190529.09
2170,223831.88
2171,147380.33
2172,144143.57
2173,160170.63
2174,246207.63
2175,288885.66
2176,333990.59
2177,260743.46
2178,226324.79
2179,141651.0
2180,199737.56
2181,193177.18
2182,225399.76
2183,198289.75
2184,133755.0
2185,138955.32
2186,143991.87
2187,147646.04
2188,155871.87
2189,183053.02
2190,85253.5
2191,88956.0
2192,97345.0
2193,101960.5
2194,104113.0
2195,115024.75
2196,113071.75
2197,111027.5
2198,154121.63
2199,164145.5
2200,129910.15
2201,131948.94
2202,202121.81
2203,170624.04
2204,173718.34
2205,111520.0
2206,126304.04
2207,221032.08
2208,228750.21
2209,191336.5
2210,127117.22
2211,115877.5
2212,116275.0
2213,103736.5
2214,149115.28
2215,111092.5
2216,142304.05
2217,77088.5
2218,97275.08
2219,86168.04
2220,99362.5
2221,334278.16
2222,227848.02
2223,256464.56
2224,216646.63
2225,141428.31
2226,176442.32
2227,193180.5
2228,286257.8
2229,239185.32
2230,156287.17
2231,208198.0
2232,180483.55
2233,175469.26
2234,255672.99
2235,206737.4
2236,277625.63
2237,350474.97
2238,197340.28
2239,118144.0
2240,160746.85
2241,154054.37
2242,140101.74
2243,135593.31
2244,103752.93
2245,98609.33
2246,141849.0
2247,98174.0
2248,124033.5
2249,123383.75
2250,138895.0
2251,119190.1
2252,182702.05
2253,157303.88
2254,179107.75
2255,193703.0
2256,179993.85
2257,195814.81
2258,172718.19
2259,179412.3
2260,145317.0
2261,196228.22
2262,223999.4
2263,323946.7
2264,431184.53
2265,169383.0
2266,285684.04
2267,366325.28
2268,357981.36
2269,165822.73
2270,181100.6
2271,227754.74
2272,207702.4
2273,160523.85
2274,173422.32
2275,169912.5
2276,172219.49
2277,190169.6
2278,151359.34
2279,124860.66
2280,115429.75
2281,177973.69
2282,181947.56
2283,97614.0
2284,107854.86
2285,147086.46
2286,128970.6
2287,324154.38
2288,267847.62
2289,356662.41
2290,409712.56
2291,311794.74
2292,389665.07
2293,429889.62
2294,385915.9
2295,417791.28
2296,278180.72
2297,306360.72
2298,299112.62
2299,375506.96
2300,317617.22
2301,285552.82
2302,229258.76
2303,245369.07
2304,240491.26
2305,186092.42
2306,185818.41
2307,190310.46
2308,224180.33
2309,287704.03
2310,216402.36
2311,190215.85
2312,172394.12
2313,175934.8
2314,176848.46
2315,175218.25
2316,183657.11
2317,178752.32
2318,177530.61
2319,178854.42
2320,179539.61
2321,251309.5
2322,169198.02
2323,177101.43
2324,166656.23
2325,212111.51
2326,166578.42
2327,202118.07
2328,212114.74
2329,184978.0
2330,179711.0
2331,365352.7
2332,375969.84
2333,304029.63
2334,263234.09
2335,265320.95
2336,326245.48
2337,201676.77
2338,284694.33
2339,231502.64
2340,390622.71
2341,220699.69
2342,242563.7
2343,220239.56
2344,225152.26
2345,245569.02
2346,232818.26
2347,194096.13
2348,232225.97
2349,157963.23
2350,287950.19
2351,269468.53
2352,249086.16
2353,220243.38
2354,122888.15
2355,151024.55
2356,151040.39
2357,200580.82
2358,201209.6
2359,127876.72
2360,120643.5
2361,136192.55
2362,268159.72
2363,141364.17
2364,148870.0
2365,224046.22
2366,197382.48
2367,221312.16
2368,191998.95
2369,220727.59
2370,167868.53
2371,168653.0
2372,183535.56
2373,275051.48
2374,301793.68
2375,244690.6
2376,281043.17
2377,348834.61
2378,138427.0
2379,202681.2
2380,138894.0
2381,162579.5
2382,186120.15
2383,207609.38
2384,237442.44
2385,147560.52
2386,136524.25
2387,134583.12
2388,102520.05
2389,127530.33
2390,140173.37
2391,133037.33
2392,113733.0
2393,157528.37
2394,143994.12
2395,191073.0
2396,149095.37
2397,197827.36
2398,131766.5
2399,62484.04
2400,65848.83
2401,118913.33
2402,133869.75
2403,131535.31
2404,147313.0
2405,157638.5
2406,136680.1
2407,127678.51
2408,137214.0
2409,127320.0
2410,164181.5
2411,122960.0
2412,150339.75
2413,136552.07
2414,131897.58
2415,126653.92
2416,128486.08
2417,131190.75
2418,122848.16
2419,130188.03
2420,123396.0
2421,153627.0
2422,119205.5
2423,134033.53
2424,147076.23
2425,168560.45
2426,130756.83
2427,148850.94
2428,173770.82
2429,117303.75
2430,127065.5
2431,116717.58
2432,133573.0
2433,141969.0
2434,141581.62
2435,152593.37
2436,109756.5
2437,113387.97
2438,123137.74
2439,119812.75
2440,124289.04
2441,108305.5
2442,105429.33
2443,117215.83
2444,132416.82
2445,97750.25
2446,132615.64
2447,223905.53
2448,143923.37
2449,119209.65
2450,155273.04
2451,127633.54
2452,207934.0
2453,107621.5
2454,122975.0
2455,109281.25
2456,140726.21
2457,118064.04
2458,113286.79
2459,114368.0
2460,134296.14
2461,118171.04
2462,134654.34
2463,122112.04
2464,167811.96
2465,131589.96
2466,110877.57
2467,141205.31
2468,101466.41
2469,100019.29
2470,183650.63
2471,186761.1
2472,181518.15
2473,117791.83
2474,112127.99
2475,223278.15
2476,113756.47
2477,131342.93
2478,157264.37
2479,114197.08
2480,140124.52
2481,118341.5
2482,134317.1
2483,116399.99
2484,121793.76
2485,121892.66
2486,151035.0
2487,166719.17
2488,140041.24
2489,146567.01
2490,148094.25
2491,96698.5
2492,191612.72
2493,134525.14
2494,161231.5
2495,99153.5
2496,222910.16
2497,157093.8
2498,114201.41
2499,97776.0
2500,126212.55
2501,137451.5
2502,145473.5
2503,108804.62
2504,194488.2
2505,210709.96
2506,256746.69
2507,297952.94
2508,254289.97
2509,222981.25
2510,238936.23
2511,186761.29
2512,211525.86
2513,216767.52
2514,232395.1
2515,146525.02
2516,162659.78
2517,131695.5
2518,136967.5
2519,228747.45
2520,202749.17
2521,194098.29
2522,218636.07
2523,130716.6
2524,139896.36
2525,144689.4
2526,141148.39
2527,119087.93
2528,126459.1
2529,133007.94
2530,121001.6
2531,237581.19
2532,223645.14
2533,194737.0
2534,242791.69
2535,320606.38
2536,220019.22
2537,238449.77
2538,185595.15
2539,188119.98
2540,178076.61
2541,181028.53
2542,163310.63
2543,132388.4
2544,129919.5
2545,133187.15
2546,144521.12
2547,143085.59
2548,153603.47
2549,157552.88
2550,341859.27
2551,146838.36
2552,119135.55
2553,88391.0
2554,120895.25
2555,113167.5
2556,100624.63
2557,119073.0
2558,151483.42
2559,139318.73
2560,123520.0
2561,125497.96
2562,135140.27
2563,145015.79
2564,171091.62
2565,123974.75
2566,145531.42
2567,126759.83
2568,190441.18
2569,193371.92
2570,125700.72
2571,164867.66
2572,203465.95
2573,228897.7
2574,314113.51
2575,128646.1
2576,136859.81
2577,161799.58
2578,97199.04
2579,83814.83
2580,122978.07
2581,136128.87
2582,123258.08
2583,275019.02
2584,165325.58
2585,179179.14
2586,200956.69
2587,198375.58
2588,147554.48
2589,145812.07
2590,213164.41
2591,200356.26
2592,219797.2
2593,261849.47
2594,172096.05
2595,218509.08
2596,340991.63
2597,185674.2
2598,273136.26
2599,297266.41
2600,147745.83
2601,135728.15
2602,88581.5
2603,95755.0
2604,90027.5
2605,95449.5
2606,145768.7
2607,178061.08
2608,191887.36
2609,160476.47
2610,115949.5
2611,153655.55
2612,149296.79
2613,125873.5
2614,125652.24
2615,151912.07
2616,137711.0
2617,167701.55
2618,176949.3
2619,204612.07
2620,187452.0
2621,183818.35
2622,188213.5
2623,245497.35
2624,278721.85
2625,327586.21
2626,162267.32
2627,187564.15
2628,379843.25
2629,491069.56
2630,334553.59
2631,411578.89
2632,362921.76
2633,300123.53
2634,381243.38
2635,148228.82
2636,193794.25
2637,160007.16
2638,250886.61
2639,181631.52
2640,148159.37
2641,110391.83
2642,190703.65
2643,111966.36
2644,125522.33
2645,95691.5
2646,89400.0
2647,94751.0
2648,140551.25
2649,140613.0
2650,147125.9
2651,151626.87
2652,402503.96
2653,253042.74
2654,241252.46
2655,370804.11
2656,295999.05
2657,329657.08
2658,279053.8
2659,294874.84
2660,325293.0
2661,329911.42
2662,332617.13
2663,273200.15
2664,283734.87
2665,302590.7
2666,282592.52
2667,170567.66
2668,179534.22
2669,179376.15
2670,279850.26
2671,180864.86
2672,178015.82
2673,203639.99
2674,198004.42
2675,168691.17
2676,189747.54
2677,195768.42
2678,267469.03
2679,272271.04
2680,266615.65
2681,393368.98
2682,309628.55
2683,492150.23
2684,298012.85
2685,331282.41
2686,255371.35
2687,322540.72
2688,235007.22
2689,226357.69
2690,404219.63
2691,191832.33
2692,132569.75
2693,194035.6
2694,126798.0
2695,193722.25
2696,185665.0
2697,192650.03
2698,197779.7
2699,182246.1
2700,172728.54
2701,157419.88
2702,121474.5
2703,154953.89
2704,141634.02
2705,126401.66
2706,118892.5
2707,127177.0
2708,133816.5
2709,113117.0
2710,123457.49
2711,285994.45
2712,356900.83
2713,166851.13
2714,150773.75
2715,170528.5
2716,158125.1
2717,186766.55
2718,236282.86
2719,155701.92
2720,156468.2
2721,140949.15
2722,166568.66
2723,145454.12
2724,130162.2
2725,132319.25
2726,142365.6
2727,180164.4
2728,169621.5
2729,151008.66
2730,144254.0
2731,118212.83
2732,119454.5
2733,160081.0
2734,148275.94
2735,137677.75
2736,146347.28
2737,120978.83
2738,134976.64
2739,158629.87
2740,137415.0
2741,150420.5
2742,152515.12
2743,155944.5
2744,140806.5
2745,131279.5
2746,131348.25
2747,156012.6
2748,125010.5
2749,128332.5
2750,133849.75
2751,129439.5
2752,231314.86
2753,151591.5
2754,181813.2
2755,126274.5
2756,102305.54
2757,73394.5
2758,96154.0
2759,162279.5
2760,136425.56
2761,141192.5
2762,144030.15
2763,187481.0
2764,168676.05
2765,259090.01
2766,145159.87
2767,90088.0
2768,127288.69
2769,128511.0
2770,143112.91
2771,121932.5
2772,121877.5
2773,138840.65
2774,137677.5
2775,127991.42
2776,141464.82
2777,146827.5
2778,117427.08
2779,117629.58
2780,111195.29
2781,103841.37
2782,101558.0
2783,104333.83
2784,131013.57
2785,143430.24
2786,82189.0
2787,120108.0
2788,88648.33
2789,215018.69
2790,95206.7
2791,119496.5
2792,84471.0
2793,170927.21
2794,106347.33
2795,113042.79
2796,103562.37
2797,198034.2
2798,121566.0
2799,117600.86
2800,83508.0
2801,118709.0
2802,134426.5
2803,168400.2
2804,143815.92
2805,99686.5
2806,97722.83
2807,146386.19
2808,148099.37
2809,135953.0
2810,133118.0
2811,156268.15
2812,145937.07
2813,147037.42
2814,154780.34
2815,96799.66
2816,237263.17
2817,141705.83
2818,134421.2
2819,177044.72
2820,135781.0
2821,106093.29
2822,189887.44
2823,225184.89
2824,176821.0
2825,152057.32
2826,128735.0
2827,146877.0
2828,220466.7
2829,179100.02
2830,236754.3
2831,187668.63
2832,228926.29
2833,283859.23
2834,227682.71
2835,215400.86
2836,191975.9
2837,169258.47
2838,141962.52
2839,183331.05
2840,195950.37
2841,201365.34
2842,225297.47
2843,151831.73
2844,160331.1
2845,120520.5
2846,202334.0
2847,200442.72
2848,228559.74
2849,205592.36
2850,279614.81
2851,234810.93
2852,228153.45
2853,230395.06
2854,139337.0
2855,196418.74
2856,204157.7
2857,189091.17
2858,193839.74
2859,139132.88
2860,125039.25
2861,128416.37
2862,194053.57
2863,118952.35
2864,262885.7
2865,142384.0
2866,142113.11
2867,106622.0
2868,116354.03
2869,122585.55
2870,153921.37
2871,106636.9
2872,72153.5
2873,108430.83
2874,138189.32
2875,115251.33
2876,153355.92
2877,145093.22
2878,168542.02
2879,142301.84
2880,108141.87
2881,161863.61
2882,163943.27
2883,169835.15
2884,175755.1
2885,188263.57
2886,189465.0
2887,108165.29
2888,126302.25
2889,68545.83
2890,95220.0
2891,142766.37
2892,66498.5
2893,107175.92
2894,70509.0
2895,314294.12
2896,292239.9
2897,192382.48
2898,162912.28
2899,235406.66
2900,156154.02
2901,187396.7
2902,187037.71
2903,345527.95
2904,325888.43
2905,122659.88
2906,197695.06
2907,118765.37
2908,127167.68
2909,139387.61
2910,85912.0
2911,88601.5
2912,152081.5
2913,91712.33
2914,87525.0
2915,88463.0
2916,92182.0
2917,151848.37
2918,115291.0
2919,219234.45
